STT,Từ khóa chính,Tỉnh thành,Bài viết,BTV,NV deadline cũ,Bài đăng,PIC xin và gắn link ảnh,PIC Đăng lại,PC QC,Trạng thái
173,thảo nguyên tà xùa,Sơn La,https://docs.google.com/document/d/10zpLktbMpc8HHLOoTqqT0g9YI7h_v3d6EpobK87rAeU/edit?tab=t.0,Trang,Nhi 20/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thao-nguyen-ta-xua,,,,Chưa triển khai
174,cầu kính mộc châu,Sơn La,https://docs.google.com/document/d/1vAjJHozVwWdNoXUPqPvZk_SBBZIcIUSkeWQXaklTfgs/edit?usp=sharing,Trang,Nhi 21/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cau-kinh-moc-chau,,,,Chưa triển khai
175,phố đi bộ mộc châu,Sơn La,https://docs.google.com/document/d/1hAhMV-q89IosJGxpallTRguAaccX_5aVAsRi30AHovw/edit?tab=t.0#heading=h.al2yg0u5o4kh,Trang,Nhi 21/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-di-bo-moc-chau,,,,Chưa triển khai
176,đồi chè trái tim love mộc châu,Sơn La,https://docs.google.com/document/d/123ZA7j65BfkmgyZDVZEz3BoLx52wGStb-VJMoVkwKhA/edit?tab=t.0,Trang,Nhi 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/doi-che-trai-tim-love-moc-chau,,,,Chưa triển khai
177,thác chiềng khoa,Sơn La,https://docs.google.com/document/d/1A2a1Ha-9_vJhFNjxItVhKVm5LmgKYxYenUff4EwCYZI/edit?tab=t.0,Trang,Nhi 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thac-chieng-khoa,,,,Chưa triển khai
178,bánh mì que hải phòng,Hải Phòng,https://docs.google.com/document/d/1n5uxw3VAEddYDhNvp59hh6QRb-GEviYLsGhPjr3ml98/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/banh-mi-que-hai-phong,,,,Chưa triển khai
179,du lịch hải phòng,Hải Phòng,https://docs.google.com/document/d/12ntOho4SE9mRNZXvf3WovERsL2tJcpB1IVdWRdxvoJA/edit?tab=t.0,Trang,Nhi 1/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-hai-phong,,,,Chưa triển khai
180,đồ sơn hải phòng,Hải Phòng,https://docs.google.com/document/d/1AiywKuJc-ltbYs5QkIstEI2txzWM-MaNx8mYVVPOYGE/edit?tab=t.0,Trang,Trúc 21/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/do-son-hai-phong,,,,Chưa triển khai
181,bún cá cay hải phòng,Hải Phòng,https://docs.google.com/document/d/1x4yRUERFMgGxrhO7YN1HQQtKdMHplc49R1zXjIjcm54/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bun-ca-cay-hai-phong,,,,Chưa triển khai
182,sân bay cát bi,Hải Phòng,https://docs.google.com/document/d/18kFxJlUX41LaSlpm6RF0XuavK9uxjZMs2dlYVbogI10/edit?tab=t.0,Trang,Trúc 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-cat-bi,,,,Chưa triển khai
183,food tour hải phòng,Hải Phòng,https://docs.google.com/document/d/1G6sSdIzt_a-eW0dmiMKeWtcz1b9YE5y4lUwPjMvyJ4g/edit?tab=t.0#heading=h.zl10kaffn6f,Trang,Trúc 23/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/food-tour-hai-phong,,,,Chưa triển khai
184,đặc sản đồng tháp,Đồng Tháp,https://docs.google.com/document/d/1Y0E6fOwEhdmgox4vAUC7TNQoU_R_n6w4Jn_Y4sJ663o/edit?tab=t.0,Châu Anh,Mai Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-dong-thap,,,,Chưa triển khai
185,vườn quốc gia tràm chim,Đồng Tháp,https://docs.google.com/document/d/1HgXQ5q-IuGOjKtAml9ppct-v6zz_QbU-0sxy6qC9JkE/edit?tab=t.0,Châu Anh,C Hà Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vuon-quoc-gia-tram-chim,,,,Chưa triển khai
186,làng hoa sa đéc,Đồng Tháp,https://docs.google.com/document/d/1wor9A9YaotUpsGjWDoN6Ttll23jMOkQFLhr92-aNrlQ/edit?tab=t.0,Châu Anh,C Hà Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/lang-hoa-sa-dec,,,,Chưa triển khai
187,phước kiển tự chùa lá sen,Đồng Tháp,https://docs.google.com/document/d/1NHKSCRPA6qn8EUnOrQ0E04STQzhvKP6KTH_cbs6duEA/edit?tab=t.0#heading=h.j6ayta19oomx,Châu Anh,C Hà Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/phuoc-kien-tu-chua-la-sen,,,,Chưa triển khai
188,gáo giồng,Đồng Tháp,https://docs.google.com/document/d/11TjP7Xs7gBAtnpWnmRx7EpygCc0Qytkc2YgeJPgNxZM/edit?tab=t.0,Châu Anh,C Hà Phương 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/gao-giong,,,,Chưa triển khai
189,nhà cổ huỳnh thuỷ lê,Đồng Tháp,https://docs.google.com/document/d/1QMsyH-AzQ7fk3DMm8-tXs4Zg685qmxF6vlk0vdQqEfk/edit?tab=t.0,Châu Anh,C Thy 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/nha-co-huynh-thuy-le,,,,Chưa triển khai
190,xẻo quýt,Đồng Tháp,https://docs.google.com/document/d/1pSQES_gdswwCPWF_lo2cfPcxogW-CLus1zNQuv6YaXc/edit?tab=t.0,Châu Anh,C Thy 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/xeo-quyt,,,,Chưa triển khai
191,khu di tích nguyễn sinh sắc,Đồng Tháp,https://docs.google.com/document/d/1yi1MlC_cRP-LPFYHyJ83YVLmbO-BvZts3gzU20ccvDI/edit?tab=t.0,Châu Anh,C Thy 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-di-tich-nguyen-sinh-sac,,,,Chưa triển khai
192,khu di tích gò tháp,Đồng Tháp,https://docs.google.com/document/d/1CbTddUhk8uc9xsxyEQOhSPSQRn643gFhgdMCRu0gdTQ/edit?tab=t.0,Châu Anh,C Thy 22/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/khu-di-tich-go-thap,,,,Chưa triển khai
193,du lịch bạc liêu,Bạc Liêu,https://docs.google.com/document/d/1QlOJ4r3dRWYM5eFbfrLbM9m-fEPRA0chpusX-d9NYn0/edit?tab=t.0,Châu Anh,Mai Phương 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/du-lich-bac-lieu,,,,Chưa triển khai
194,đặc sản bạc liêu,Bạc Liêu,https://docs.google.com/document/d/1kMYLX285AsH8onAx5K1MBI7J1wO346sxIG7Lvu6Ueow/edit?tab=t.0,Châu Anh,Mai Phương 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-bac-lieu,,,,Chưa triển khai
195,quan âm phật đài,Bạc Liêu,https://docs.google.com/document/d/1bVKSuAFfpCB6lCfrz2c7WOnVIoIN8Z37vTEd2jQhEDo/edit?usp=drivesdk,Châu Anh,C Hà Phương 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/quan-am-phat-dai,,,,Chưa triển khai
196,nhà công tử bạc liêu,Bạc Liêu,https://docs.google.com/document/d/1S6mrGtAANU6rS-x7BRz-7RYitO2dmiVtbU99-4tPIDM/edit?tab=t.0,Châu Anh,Mai Phương 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/nha-cong-tu-bac-lieu,,,,Chưa triển khai
197,thánh đường tắc sậy,Bạc Liêu,https://docs.google.com/document/d/1pfdQiQlprruGnGxo8YI1vYm96Oe3EWQWDWNp6tKccYI/edit?usp=drivesdk,Châu Anh,C Hà Phương 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thanh-duong-tac-say,,,,Chưa triển khai
198,chùa giác hoa,Bạc Liêu,https://docs.google.com/document/d/1xBpJW-BHj3HFzazpiggGz5_p6QP6S7iAIZJXABvjgMM/edit?usp=drivesdk,Châu Anh,C Hà Phương 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-giac-hoa,,,,Chưa triển khai
199,nhà hát cao văn lầu,Bạc Liêu,https://docs.google.com/document/d/1YAk5NPNdhyfouZbHAMhG2VeL2wYJYi0n6HFf9RHuDls/edit?tab=t.0,Châu Anh,C Thy 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/nha-hat-cao-van-lau,,,,Chưa triển khai
200,cánh đồng điện gió bạc liêu,Bạc Liêu,https://docs.google.com/document/d/1TlGoKXlhDJYWYRSz9nv6qneJafEyUPdczFWbMvKTECg/edit?tab=t.0,Châu Anh,C Thy 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/canh-dong-dien-gio-bac-lieu,,,,Chưa triển khai
201,chùa xiêm cán,Bạc Liêu,https://docs.google.com/document/d/1ypKKg34GNExhq2cqhy_CqM4svjHrz1plCejdSkuR7vw/edit?tab=t.0,Châu Anh,C Thy 27/5,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-xiem-can,,,,Chưa triển khai
202,cửa cạn,Kiên Giang,https://docs.google.com/document/d/1d0zRRKwl40wiiqee-ISHEI7TQvG4ECQypjDS8bLqqAM/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cua-can,,,,Chưa triển khai
203,đảo nam du,Kiên Giang,https://docs.google.com/document/d/1-7bg9eCoveB4g3tHTSGsO43PZVbOMrAMS9WXGK_yXqk/edit?tab=t.0#heading=h.o52pyvmnerci,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dao-nam-du,,,,Chưa triển khai
204,chợ đêm phú quốc,Kiên Giang,https://docs.google.com/document/d/1zw0wPsr9bT4564uosrMunGnObiS4QI_EiP7l6S70GC0/edit?tab=t.0#heading=h.6kat8zujfae0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cho-dem-phu-quoc,,,,Chưa triển khai
205,bãi sao,Kiên Giang,https://docs.google.com/document/d/17mb6ImCTf-lA6fMJejbiWfUiQKLK9YrBxgKUtobqh-Y/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-sao,,,,Chưa triển khai
206,an thới,Kiên Giang,https://docs.google.com/document/d/1kYdmjZ0RufYK5OKWjJfWMDtvXzZ-JiIB2nQ2exxZGcg/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/an-thoi,,,,Chưa triển khai
207,làng chài hàm ninh,Kiên Giang,https://docs.google.com/document/d/1Yt5Rx_KZvoHLKBNVB8hm4CDQsNgioUk7jktZMBmyfQA/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/lang-chai-ham-ninh,,,,Chưa triển khai
208,đặc sản phú quốc,Kiên Giang,https://docs.google.com/document/d/1reMf_-dcQhKvhFOwhzFoS94yTFOOOJuEQYXN8xF1UjM/edit?usp=sharing,Trang,Nhi 2/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cac-dac-san-phu-quoc,,,,Chưa triển khai
209,sân bay phú quốc,Kiên Giang,https://docs.google.com/document/d/1SZ7PsEmVreu3BiZGpxmvy6y--pZpxD21TB4ZyV53ftI/edit?tab=t.0,Trang,Nhi 2/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/san-bay-phu-quoc,,,,Chưa triển khai
210,chợ đông ba,Thừa Thiên Huế,https://docs.google.com/document/d/1fIOhkSGJqZ5DefX7vteG5-YNlT0A_plsdKDzy06wpO8/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cho-dong-ba,,,,Chưa triển khai
211,vườn quốc gia bạch mã,Thừa Thiên Huế,https://docs.google.com/document/d/197z82pBIWm8bMmioFb-aHrNhemFKI_cwQ6K_nqAM6Vw/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vuon-quoc-gia-bach-ma,,,,Chưa triển khai
212,cung an định,Thừa Thiên Huế,https://docs.google.com/document/d/1tZbZhNg-6wE71sIQzCV9l4RKTa8WN8h9lYcLzY6PpNg/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cung-an-dinh,,,,Chưa triển khai
213,hoàng thành huế,Thừa Thiên Huế,https://docs.google.com/document/d/1sohI1TrnTY54z59OLnQDLWpbrmBeFqJiDl-20RcRNMs/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/hoang-thanh-hue,,,,Chưa triển khai
214,lăng khải định,Thừa Thiên Huế,https://docs.google.com/document/d/1oHTbpVd_qFOkrePiTq43SLGP-YIGxQvsSXAMZV9t3uc/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/lang-khai-dinh,,,,Chưa triển khai
215,lăng tự đức,Thừa Thiên Huế,https://docs.google.com/document/d/1MS5RCcUirnHZizvnpDfHiwUZK1nqd7KEARDb_EfBQj4/edit?tab=t.0#heading=h.s88rwlhxh5ty,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/lang-tu-duc,,,,Chưa triển khai
216,làng hương thủy xuân,Thừa Thiên Huế,https://docs.google.com/document/d/12or6eAFpjk5eUTa-26T-ugOzRNjBiYCdESoH4zqlnYo/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/lang-huong-thuy-xuan,,,,Chưa triển khai
217,lăng minh mạng,Thừa Thiên Huế,https://docs.google.com/document/d/19yJlT2uEIXESsKTjMvZJtOXNgbtIN517Pv7EJtrnvXY/edit?tab=t.0#heading=h.1mkcojndrdzd,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/lang-minh-mang,,,,Chưa triển khai
218,cầu trường tiền,Thừa Thiên Huế,https://docs.google.com/document/d/1QPgvC44o3DpGlY5MaznTggepgg36LuTo_O774bhNxEY/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cau-truong-tien,,,,Chưa triển khai
219,bãi biển lăng cô,Thừa Thiên Huế,https://docs.google.com/document/d/1dML8Lf5VnZTAi5zOdg5GRm6yi7K5-Fdf-6SX5LrZgsc/edit?tab=t.0#heading=h.rpro21afpzny,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-lang-co,,,,Chưa triển khai
220,đặc sản huế,Thừa Thiên Huế,https://docs.google.com/document/d/1p7NsePdJFIw2tMaqEAGi-Vv8PCOHYbzVrWRi3ahZec0/edit?tab=t.0#heading=h.d7k07mc0slle,Châu Anh,Mai Phương 4/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-hue,,,,Chưa triển khai
221,bãi biển thuận an,Thừa Thiên Huế,https://docs.google.com/document/d/1MaLPmT6Y_yPNiwznNFriOMIvkPpas6JSDJkpsMMmgN8/edit?tab=t.0#heading=h.u5v0ea84z98,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bai-bien-thuan-an,,,,Chưa triển khai
222,cầu ngói thanh toàn,Thừa Thiên Huế,https://docs.google.com/document/d/1AMou_3IlHwXqE06BNwkdnciSNfe5_rqx1KrJy9TwcM4/edit?tab=t.0,Châu Anh,C Hà Phương 10/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cau-ngoi-thanh-toan,,,,Chưa triển khai
223,đồi vọng cảnh,Thừa Thiên Huế,https://docs.google.com/document/d/1TblRUjDUwrM0EucxPD_vrdR97gX03t37vvSfxDBwtLw/edit?tab=t.0,Châu Anh,C Hà Phương 10/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/doi-vong-canh,,,,Chưa triển khai
224,chùa từ hiếu,Thừa Thiên Huế,https://docs.google.com/document/d/15DJChviKUlMC59fx6rov2peOdmwIroV7ahRNmSImN_g/edit?tab=t.0,Châu Anh,C Thy 10/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/chua-tu-hieu,,,,Chưa triển khai
225,saigon square,Hồ Chí Minh,https://docs.google.com/document/d/1-shtu3j09DgssuF_o0MgxdhBHZFiVjvDdeNT64BPwZ8/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/saigon-square,,,,Chưa triển khai
226,nhà hát thành phố hồ chí minh,Hồ Chí Minh,https://docs.google.com/document/d/1gHRxs5hEmrTt5Gl8Mh9ASxaOXWjDlnrk16TBsrg9uKg/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/nha-hat-thanh-pho-ho-chi-minh,,,,Chưa triển khai
227,đặc sản sài gòn,Hồ Chí Minh,https://docs.google.com/document/d/1fAQOajZd0lTV100BWF3GKWO0rTuFwJmKjqcbGDMTOw4/edit?usp=drivesdk,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-sai-gon,,,,Chưa triển khai
228,đặc sản hà giang,Hà Giang,https://docs.google.com/document/d/1eE65n8yb5HvJh7_T_HKwLux-4LU4t22am73KxSpYKgQ/edit?usp=sharing,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-ha-giang,,,,Chưa triển khai
229,đi máy bay ko có căn cước,Chung chung,https://docs.google.com/document/d/1jXtO0IA2R087nn-eHK8rX0wOGrYaWIhI0VrjRl0oUoM/edit?tab=t.0,Lô,P.Anh 21/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/di-may-bay-khong-co-can-cuoc,,,,Chưa triển khai
230,vneid có đi máy bay được không,Chung chung,https://docs.google.com/document/d/1nYlKuA1hBmo9o6YSGHFsSu9FX5WMRDdNbusaxnJOyz4/edit?tab=t.0,Lô,P.Anh 23/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vneid-co-di-may-bay-duoc-khong,,,,Chưa triển khai
231,giấy xác nhận nhân thân đi máy bay,Chung chung,https://docs.google.com/document/d/1DKTDDZbr5I2EHmUUBl___FIqxji1gpqcAbqate5PJ6c/edit?tab=t.0,Lô,P.Anh 23/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/giay-xac-nhan-nhan-than-di-may-bay,,,,Chưa triển khai
232,những thứ không được mang lên máy bay quốc tế,Chung chung,https://docs.google.com/document/d/1zRAP_tqL5wqGPx5vRB8ejF-zQSIMcY5b62C-Pt86r7k/edit?tab=t.0,Lô,P.Anh 16/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/nhung-thu-khong-duoc-mang-len-may-bay-quoc-te,,,,Chưa triển khai
233,có được mang đồ ăn lên máy bay,Chung chung,https://docs.google.com/document/d/1LwS76mdWLFTrB4ivuKosVxw-us86gxDp7UYs6ukoov8/edit?tab=t.0#heading=h.al2yg0u5o4kh,Lô,P.Anh 20/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/co-duoc-mang-do-an-len-may-bay,,,,Chưa triển khai
234,lên máy bay có được dùng điện thoại không,Chung chung,https://docs.google.com/document/d/1bpj9RCG4KAHAXynz_Xg6m2Gim4BsLCVAzxVNWuUiCCc/edit?tab=t.0,Lô,P.Anh 16/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/len-may-bay-co-duoc-dung-dien-thoai-khong,,,,Chưa triển khai
235,sạc dự phòng có được mang lên máy bay không,Chung chung,https://docs.google.com/document/d/1At75SFs9qpJbrosx19M5oo2L2pXUsOskcqNr_82JED4/edit?tab=t.0#heading=h.al2yg0u5o4kh,Lô,P.Anh 17/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/sac-du-phong-co-duoc-mang-len-may-bay-khong,,,,Chưa triển khai
236,kích thước thùng đi máy bay quốc tế,Chung chung,https://docs.google.com/document/d/1LYq2oQ-aimYiL2GnwXjUio4MbL6lK0R0iCyMuX6f-c0/edit?tab=t.0#heading=h.al2yg0u5o4kh,Lô,P.Anh 21/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/kich-thuoc-thung-di-may-bay-quoc-te,,,,Chưa triển khai
237,có bầu đi máy bay được không,Chung chung,https://docs.google.com/document/d/1R2OHjjszrYVQq2WQQnECEI_cdQzK6N1oir1FvYJJbCU/edit?tab=t.0,Lô,P.Anh 20/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/co-bau-co-di-may-bay-duoc-khong,,,,Chưa triển khai
238,thủ tục đi máy bay,Chung chung,https://docs.google.com/document/d/1nbbWMh2S-Ru_qBaVzcaSc27IckYuEwpUObggrecIuSE/edit?tab=t.0,Lô,P.Anh 20/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/thu-tuc-di-may-bay,,,,Chưa triển khai
239,trẻ em đi máy bay cần giấy tờ gì,Chung chung,https://docs.google.com/document/d/1UAZ41JxJv1xu_aqUSi1swdKggkbSrLr-tf6MLBJBLe8/edit?tab=t.0,Lô,P.Anh 21/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/tre-em-di-may-bay-can-giay-to-gi,,,,Chưa triển khai
240,16 tuổi đi máy bay một mình được không,Chung chung,https://docs.google.com/document/d/1I_irngbaasnEq_VM_sqwc-Juspx0WXTlG8CBqhyDdkk/edit?tab=t.0,Lô,P.Anh 17/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/16-tuoi-di-may-bay-mot-minh-duoc-khong,,,,Chưa triển khai
241,mẹo chữa ù tai sau khi đi máy bay,Chung chung,https://docs.google.com/document/d/1PpgjAtSrjFtJ6d_1xrL4Zskhe_pRp-9b4Q-1bCqfXz0/edit?tab=t.0#heading=h.41i6w267hn3e,Lô,P.Anh 14/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/meo-chua-u-tai-sau-khi-di-may-bay,,,,Chưa triển khai
242,vali xách tay lên máy bay,Chung chung,https://docs.google.com/document/d/1aqDEFcBMfOPNE1ZJpuduJJx9BG2mcTL5qVoQsAfwmLo/edit?tab=t.0,Lô,P.Anh 23/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/vali-xach-tay-len-may-bay,,,,Chưa triển khai
243,lễ 2 9 đi đâu chơi gần sài gòn,Chung chung,https://docs.google.com/document/d/12jNypvXlpoT5v4yL9juWymYtsdvcNPOvMpP2fSZJcJg/edit?usp=sharing,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/le-2-9-di-dau-choi-gan-sai-gon,,,,Chưa triển khai
244,2 9 đi đâu chơi ở hà nội,Hà Nội,https://docs.google.com/document/d/1ocOEjKKGpF1RK_M6ciO5Q5l8CU4tiUKBPbtgVzrz-7A/edit?usp=sharing,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/29-di-dau-choi-o-ha-noi,,,,Chưa triển khai
245,2 9 đi đâu chơi miền bắc,Chung chung,https://docs.google.com/document/d/1hU2JEaB6zGwdmO5Srb8jNv-5fkZatiHcOc6VgO6Eqe4/edit?usp=sharing,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/29-di-dau-choi-mien-bac,,,,Chưa triển khai
246,diễu binh 2/9,Hà Nội,https://docs.google.com/document/d/1Pwqmt_OZSAg7r7hiUlJ7jSp1ic4qV6rBUm8vA8C6Flw/edit?tab=t.0#heading=h.7mx8astxsjtc,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dieu-binh-29,,,,Chưa triển khai
247,các khối diễu binh,Chung chung,https://docs.google.com/document/d/1wteti6OpElMTdcjQNs979MvhVxJgit4qQxMsYumYxlw/edit?tab=t.0,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/cac-khoi-dieu-binh,,,,Chưa triển khai
248,bản đồ nhật bản,Chung chung,https://docs.google.com/document/d/1Q1yDUPd9wlJzHT_n56aTX6RNH83XFgKL3HLw_OGGffQ/edit?tab=t.0,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ban-do-nhat-ban,,,,Chưa triển khai
249,bản đồ miền bắc,Chung chung,https://docs.google.com/document/d/1UIhP3bertoLPT2eTFGHINBOiVa9EqxNhd1V9CMI3NZQ/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ban-do-mien-bac,,,,Chưa triển khai
250,bản đồ hàn quốc,Chung chung,https://docs.google.com/document/d/18_LzM6NdmTJwisvsn6HmuVCwaTPxI4SpAgzDkl631nI/edit?tab=t.0,Trang,Nhi,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ban-do-han-quoc,,,,Chưa triển khai
251,bản đồ miền nam,Chung chung,https://docs.google.com/document/d/1y3oti-_xV8vKl5KB0SPK_fG39djeo9-Q4d7dSCgpAV0/edit?usp=sharing,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ban-do-mien-nam,,,,Chưa triển khai
252,bản đồ miền tây,Chung chung,https://docs.google.com/document/d/1LlKO4dCOAYyPVJXtkwRfvN9CbvwAk1dmXS-aOO8MEpQ/edit?tab=t.0,Trang,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/ban-do-mien-tay,,,,Chưa triển khai
253,bánh tôm hồ tây,Hà Nội,https://docs.google.com/document/d/1LsOHudBU-LOnyU4Pc7c43xQkcdkqlJdgWOX15e6AXQg/edit?tab=t.0#heading=h.38ao2hefxccj,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/banh-tom-ho-tay,,,,Chưa triển khai
254,bún chả hà nội,Hà Nội,https://docs.google.com/document/d/1mhklPzlStRsbL3v8uczJhESJxEjxwWeiozgoAJ-wTys/edit?tab=t.0#heading=h.38ao2hefxccj,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/bun-cha-ha-noi,,,,Chưa triển khai
255,phở hà nội,Hà Nội,https://docs.google.com/document/d/1rosdnF0UM7jmIHUTOoKTZzUdcVMhXLTR3r3VTZQpzvw/edit?tab=t.0#heading=h.38ao2hefxccj,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/pho-ha-noi,,,,Chưa triển khai
256,bánh xèo hà nội,Hà Nội,https://docs.google.com/document/d/1hZ1ej0bfX9_yvpU9rAwnvEagLU1uZfAufr05QcVACCU/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/banh-xeo-ha-noi,,,,Chưa triển khai
257,photobooth hà nội,Hà Nội,https://docs.google.com/document/d/1DautYuzMiLF7eMKtt5fW4o9MerSmqoh-qOoVseTY8qg/edit?usp=sharing,Lô,Ngân 28/6,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/photobooth-ha-noi,,,,Chưa triển khai
258,đặc sản nam định,Nam Định,https://docs.google.com/document/d/1uuCwDLLaB7XGO0qIlgRgsp2M-0dkZWhpjqVydKjxBig/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-nam-dinh,,,,Chưa triển khai
259,đặc sản bắc ninh,Bắc Ninh,https://docs.google.com/document/d/10wPqts-e_NcuRFve1-AaHQMEc7rDCWlZdniIgf6JIlY/edit?tab=t.0,Châu Anh,,https://www.vietnamairlines.com/vn/vi/useful-information/travel-guide/dac-san-bac-ninh,,,,Chưa triển khai
