STT,Từ khóa chính,Tỉnh thành,Bài viết,BTV,NV deadline,Bài đăng,PIC xin và gắn link ảnh,PIC Đăng lại,PC QC,Trạng thái
183,thuan an beach,Huế,https://docs.google.com/document/d/1MWMTyA1ayaP5vxU6nPryU8fHJ_uTcokjdViknNlew1g/edit?usp=sharing,Lô,N.Anh 13/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/thuan-an-beach,,,,Chưa triển khai
184,dong ba market,Huế,https://docs.google.com/document/d/1ciBu-wyA3_Cmp5WTehQ-Zw2wsivOFsaUIFf4NCLSIr4/edit?usp=sharing,Hạnh,Hân 18/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/dong-ba-market,,,,Chưa triển khai
185,bach ma national park,Huế,https://docs.google.com/document/d/1hHUDkfKL324AHkIRNzFcXOj0av4-eTZ5gjhpoGbYq7M/edit?usp=sharing,Hạnh,Hân 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/bach-ma-nation-park,,,,Chưa triển khai
186,an dinh palace,Huế,https://docs.google.com/document/d/1LUK9xDZJ_PF55Z6aOn9_IW7qfMdxONSg0d5ufezeKkc/edit?tab=t.0#heading=h.u5v0ea84z98,Lô,N.Anh 13/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/an-dinh-palace,,,,Chưa triển khai
187,hue historic citadel,Huế,https://docs.google.com/document/d/1mde5revKKnQe7sRjsSVZUGWZDPYsN_EiTu-ILeUYNLM/edit?tab=t.0,Phương,C Thy - 14/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/hue-historic-citadel,,,,Chưa triển khai
188,mausoleum of emperor khai dinh,Huế,https://docs.google.com/document/d/1CH9QeNy-9t8o5FQjbjwWzJo5gk1oPfQSkEGAgDCFfUI/edit?usp=sharing,Hạnh,Hân 18/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/mausoleum-of-emperor-khai-dinh,,,,Chưa triển khai
189,mausoleum of emperor tu duc,Huế,https://docs.google.com/document/d/1AZ8KudSE0V_9K5lAx8ham2U19nXmu0Xsuu0P8uuFCzg/edit?usp=sharing,Lô,N.Anh 14/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/mausoleum-of-emperor-tu-duc,,,,Chưa triển khai
190,hue night walking street,Thừa Thiên Huế,https://docs.google.com/document/d/1gTQvA4WcEqCICXWeybypZJ7db5aCFKkNdAugHuqile4/edit?tab=t.0,Hạnh,Hân 4/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hue-night-walking-street,,,,Chưa triển khai
191,lap an lagoon,Huế,https://docs.google.com/document/d/1LPwpxLJQiJriqgO9cvkS0molX-ESKtNYzRdFPHv00Zo/edit?usp=sharing,Phương,Phương,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/lap-an-lagoon,,,,Chưa triển khai
192,bai dinh pagoda,Ninh Bình,https://docs.google.com/document/d/1KrEx0GQ2OaM_u7sYJ7x_3Hf0btJdewGh09f-VW0ToHE/edit?tab=t.0,Phương,C Thy - 10/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bai-dinh-pagoda,,,,Chưa triển khai
193,thang hen lake,Cao Bằng,https://docs.google.com/document/d/1PtWg8mmbJEniwxO3p2GrmKS2ObfEOb6-bSdLGP1pRkI/edit?usp=sharing,Hạnh,Hân 28/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/thang-hen-lake,,,,Chưa triển khai
194,thuy xuan incense-making village,Huế,https://docs.google.com/document/d/1F-QlXBMSaggoOMDMef5SbjG03bavdZmvxc_KtDwJYY0/edit?usp=sharing,Lô,P.Anh 15/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/thuy-xuan-incense-making-village,,,,Chưa triển khai
195,thuy tien lake,Huế,https://docs.google.com/document/d/1zRsG2110OTsJRQ4weSMGQdNDAsiiY5eiXhyzJfJZY18/edit?tab=t.0,Lô,P.Anh 15/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/thuy-tien-lake,,,,Chưa triển khai
196,tu dam pagoda,Huế,https://docs.google.com/document/d/1E_wDo8R0wsQuQNnRNsdsBZ606hf0rJVd8ww4KIWNPqg/edit?tab=t.0,Phương,C Thy - 10/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/tu-dam-pagoda,,,,Chưa triển khai
197,hue vietnam nightlife,Huế,https://docs.google.com/document/d/1kVlzdFTAI4ASrZy9pNkxqkBW3ahGmMysU6J2HgiAVL0/edit?tab=t.0,Phương,C Thy - 10/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/hue-vietnam-nightlife,,,,Chưa triển khai
198,things to do in hue vietnam,Huế,https://docs.google.com/document/d/1pJHYP4YX4NhJ9tI3Ye87w3ZhATxobDbWprHpPOKJtBA/edit?tab=t.0,Phương,C Thy - 10/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/things-to-do-in-hue-vietnam,,,,Chưa triển khai
199,is hue vietnam worth visiting,Huế,https://docs.google.com/document/d/1pqAxNT4XySc-nNTBW_W6QD4SRa9CuZ5nJjulCJlfA8o/edit?tab=t.0,Phương,C Thy - 10/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/is-hue-vietnam-worth-visiting,,,,Chưa triển khai
200,ba vang pagoda,Quảng Ninh,https://docs.google.com/document/d/19YUmO5m8SPvMn1bMl96HQBnmS2XM-4002l5TnRAyGEs/edit?tab=t.0,Phương,C Thy - 14/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ba-vang-pagoda,,,,Chưa triển khai
201,bai chay beach,Quảng Ninh,https://docs.google.com/document/d/140Qd4xK2sFTNUEWkA8ImS4cCmjvSAfnuS8nSnkNGWe8/edit?tab=t.0,Phương,C Thy - 15/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bai-chay-beach,,,,Chưa triển khai
202,bai chay bridge,Quảng Ninh,https://docs.google.com/document/d/1K15ikLOMhUO9JNZfyO1CproEE_hMyaNQPbqvCmGCjPs/edit?tab=t.0,Phương,C Thy - 20/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bai-chay-bridge,,,,Chưa triển khai
203,bai tho mountain,Quảng Ninh,https://docs.google.com/document/d/1uqqVUm_0Qzbeg68ZmE2kAmIgFAABz-mhE3K1QHCjXsU/edit?tab=t.0,Phương,C Thy - 15/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bai-tho-mountain,,,,Chưa triển khai
204,co to island,Quảng Ninh,https://docs.google.com/document/d/1gmAUfD7gHWDLp4YJZHkvL39Ubxh0955KIAiglglVyRo/edit?usp=sharing,Hạnh,Hân 28/5,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/co-to-island,,,,Chưa triển khai
205,cua ong temple,Quảng Ninh,https://docs.google.com/document/d/1-1wwtB7lO0TiRG9PS6nKHtbmLScbLQL_sTjGm5uMRkM/edit?tab=t.0#heading=h.40xdvrwdf8,Phương,C Thy - 15/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cua-ong-temple,,,,Chưa triển khai
206,halong night market,Quảng Ninh,https://docs.google.com/document/d/1wI57pyfwhsLZ4aZIbMdGlB7OO0cRv8R5iaajTYhABr0/edit?tab=t.0,Phương,C Thy - 20/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/halong-night-market,,,,Chưa triển khai
207,quan lan island,Quảng Ninh,https://docs.google.com/document/d/1eoBqlS3gtl1xMjLvvhyqdjs0yfyJmhWgE-mmQwdNAHI/edit?tab=t.0,Phương,C Thy 20/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/quan-lan-island,,,,Chưa triển khai
208,quang ninh museum,Quảng Ninh,https://docs.google.com/document/d/1NPF7h10Tte3OBFlsMwwnEc1q7gmsdqPhplaUrZb6hAY/edit?tab=t.0,Phương,C Thy - 20/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/quang-ninh-museum,,,,Chưa triển khai
209,sung sot cave,Quảng Ninh,https://docs.google.com/document/d/1JgEsoaN296uS9CF9yyirnwn1lU5_-SBJ43KqIZUQb60/edit?tab=t.0,Phương,Nga - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sung-sot-cave,,,,Chưa triển khai
210,thien cung cave,Quảng Ninh,https://docs.google.com/document/d/1RGiPW9kfG592oVOyI0xDUxN6bS_oKFfHQvy-LMiyBKs/edit?tab=t.0,Phương,C Thy ,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/thien-cung-cave,,,,Chưa triển khai
211,ti top island,Quảng Ninh,https://docs.google.com/document/d/1bm0-vyCZJAZvZL366nrHnViWvHIevIMV8yE_hG1Qi1w/edit?tab=t.0,Phương,C Thy ,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ti-top-island,,,,Chưa triển khai
212,trinh nu cave,Quảng Ninh,https://docs.google.com/document/d/1vtoHSubzs4WNQuZj769YNk7t2TrfHsJDlSqbnCsSe0I/edit?tab=t.0,Phương,C Thy - 15/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/trinh-nu-cave,,,,Chưa triển khai
213,mausoleum of emperor minh mang,Huế,https://docs.google.com/document/d/1mrf4kbbnzM-DurEDK2HU4cEzs_Lj475NSGaW32Q7h5o/edit?tab=t.0,Phương,C Thy - 20/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/mausoleum-of-emperor-minh-mang,,,,Chưa triển khai
214,thanh toan bridge,Huế,https://docs.google.com/document/d/1gT1DE1zR9HFnQtiIJ8zbYn2-GCCPtP-HIA44gBid1p4/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/thanh-toan-bridge,,,,Chưa triển khai
215,truong tien bridge,Huế,https://docs.google.com/document/d/1kOSaQoadqV4i9dPUrqAdf4lCPLAyum-wzpcz8-tzDWM/edit?usp=sharing,Lô,N.Anh 17/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/truong-tien-bridge,,,,Chưa triển khai
216,hue museum of royal antiquities,Huế,https://docs.google.com/document/d/1N2IxWc0Xx43u1mJtrWf73qDed9CF7qwX8Ui9wB8Q8ds/edit?usp=sharing,Lô,P.Anh 22/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/hue-museum-of-royal-antiquities,,,,Chưa triển khai
217,alexandre yersin museum,Khánh Hoà,https://docs.google.com/document/d/1iGg8BJcI8uf23fQMWiD9V2bpjkHeXDG2wT8CWv_cdfE/edit?usp=sharing,Lô,P.Anh 22/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/alexandre-yersin-museum,,,,Chưa triển khai
218,nha trang night market,Khánh Hoà,https://docs.google.com/document/d/16MB_y9kaJKQURsxhsP9FeBKbXHeRPIaf4pjQGIBaDN0/edit?usp=sharing,Lô,Trang 16/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/nha-trang-night-market,,,,Chưa triển khai
219,agarwood tower,Khánh Hoà,https://docs.google.com/document/d/1gMiLW5AhEXHqs4XRVhc1OiUTCq5xVDGmOLxoZRs9_BQ/edit?usp=sharing,Lô,Trang 19/4,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/agarwood-tower,,,,Chưa triển khai
220,vinh hai market,Khánh Hoà,https://docs.google.com/document/d/1HGrLPyimKJE8LKWycqP0R3N-Hnu-SEAPZg1Tov-4ZEs/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vinh-hai-market,,,,Chưa triển khai
221,nha trang monkey island,Khánh Hoà,https://docs.google.com/document/d/1iDC1zD3Qi37D9G-XbtOgZgSMHx0NbayLnMT1EbXNRZ8/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/nha-trang-monkey-island,,,,Chưa triển khai
222,hon tam island,Khánh Hoà,https://docs.google.com/document/d/1SQ8D4OVW_pc80W8N-3DJ6xZgE7eLJEvMR5LxWJSXFao/edit?tab=t.0#heading=h.gaj9utq1thvz,Lô,Trang 18/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hon-tam-island,,,,Chưa triển khai
223,ha my beach,Quảng Nam,https://docs.google.com/document/d/11cy4MlgqhyYwRhIy1jKz8ACIe5h4ApB3qbcPTjB_2UM/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ha-my-beach,,,,Chưa triển khai
224,thanh ha pottery village hoi an,Quảng Nam,https://docs.google.com/document/d/100TSQZXfV1H93yO_bil2n6iEky4MH3fw9dm2jdyWlJg/edit?usp=sharing,Lô,Trang 16/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/thanh-ha-pottery-village-hoi-an,,,,Chưa triển khai
225,thanh ha terracotta park,Quảng Nam,https://docs.google.com/document/d/12zOKkSF3zJIyHjb46oErrERSQutYHDJbmWptfnZn47A/edit?tab=t.0,Lô,Trang 18/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/Thanh-Ha-Terracotta-Park,,,,Chưa triển khai
226,quan cong temple,Quảng Nam,https://docs.google.com/document/d/17RbrVo9GBFMEHvyjKYVZYUD3qtkym8q-svoqjplXcy8/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/quan-cong-temple,,,,Chưa triển khai
227,sapa attractions,Lào Cai,https://docs.google.com/document/d/1WZjCEJOo-o5tQvYYAACE4bUpytlyvPWj2anEWlahC8M/edit?usp=sharing,Đức,Linh Hương 10/07,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sapa-attractions,,,,Chưa triển khai
228,sapa ancient stone gallery,Lào Cai,https://docs.google.com/document/d/1G7Qw7cyw6P8vD668lze4scjnqmcizsIDJVnxAxCc5Ic/edit?tab=t.0,Hạnh,Hạnh 19/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sapa-ancient-stone-gallery,,,,Chưa triển khai
229,bac ha market,Lào Cai,https://docs.google.com/document/d/1AX5YcpV5jWC3kgl7ioPYxHJf2tikRIqY4S2q5L4o_YU/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bac-ha-market,,,,Chưa triển khai
230,sapa stone church,Lào Cai,https://docs.google.com/document/d/1uKG7po-GcgNBomMFAQqzRDB99dmCmF5InHAuMun1i0I/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sapa-stone-church,,,,Chưa triển khai
231,rong may glass bridge,Lào Cai,https://docs.google.com/document/d/1FaVRIYeLVMZPo4oKwKLob8ceCkwzKfuzHu2K8O_eXRA/edit?tab=t.0#heading=h.qs9zd4rone5,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/rong-may-glass-bridge,,,,Chưa triển khai
232,ham rong mountain,Lào Cai,https://docs.google.com/document/d/1OD5dG7Aeat6_PuQqWXxDLz9-O0KzTmzZkZmz_NZOcok/edit?usp=sharing,Hạnh,Hạnh 25/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ham-rong-mountain,,,,Chưa triển khai
233,love market sapa,Lào Cai,https://docs.google.com/document/d/1itcmGdLQiPAR7MhQtUDcAVVmAURmNTVt59aNyp5GhYI/edit?usp=sharing,Hạnh,Hạnh 22/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/love-market-sapa,,,,Chưa triển khai
234,love waterfall sapa,Lào Cai,https://docs.google.com/document/d/1mPrU3TT6Rmk8iGNHKKKtoZZPLyIxd9GQt3bF86GfrfE/edit?tab=t.0,Hạnh,Hạnh 22/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/love-waterfall-sapa,,,,Chưa triển khai
235,muong hoa valley,Lào Cai,https://docs.google.com/document/d/1RIgVlSkfha9pii9S1aWVu_RWS7htpWiURHD7uns1-KA/edit?tab=t.0,Hạnh,Hạnh 7/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/muong-hoa-valley,,,,Chưa triển khai
236,o quy ho pass,Lào Cai,https://docs.google.com/document/d/16PvuMarFGgGhD912EsvLD87Eo0FLGj6hJlQ9yCeK8rg/edit?tab=t.0,Lô,P.Anh 23/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/o-quy-ho-pass,,,,Chưa triển khai
237,silver waterfall,Lào Cai,https://docs.google.com/document/d/1bmtqQx1Ejyghp2vackda6mWCSloBtaQUkWsr4F99WAE/edit?usp=sharing,Lô,P.Anh 23/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/silver-waterfall,,,,Chưa triển khai
238,tram ton pass,Lào Cai,https://docs.google.com/document/d/1vv6StJsN8NKCafO1K7mocn6qGf7PUQaHNZlJEWIqCgA/edit?tab=t.0#heading=h.e0q97udm6q97,Phương,C Thy - 10/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/tram-ton-pass,,,,Chưa triển khai
239,fansipan,Lào Cai,https://docs.google.com/document/d/1QNpU9Dp7E9knLkwdlzM6RSHi-tAeJTs-FCvu2E7Zlo8/edit?tab=t.0,Phương,C Thy T7 ,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/fansipan,,,,Chưa triển khai
240,sapa food,Lào Cai,https://docs.google.com/document/d/1Fm7N93Ja100hQX6m4QivpYTTZhYzxUTTQOo1EYUWKWY/edit?usp=sharing,Hạnh,Hạnh 25/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sapa-food,,,,Chưa triển khai
241,sapa snow,Lào Cai,https://docs.google.com/document/d/1sCz9xvBP6US83zVcDvbRj2S3fT5mMD3CiI3BOHbA5aU/edit?usp=sharing,Đức,Linh Hương 10/07,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sapa-snow,,,,Chưa triển khai
242,cat cat village,Lào Cai,https://docs.google.com/document/d/16lw9q7dI75ZURy9vGvX9eESWBoIWFP7O4bJr5lrtnC4/edit?usp=sharing,Lô,N.Anh 5/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cat-cat-village,,,,Chưa triển khai
243,sin chai village,Lào Cai,https://docs.google.com/document/d/1pGZBi419OdM4GaZnqDWyUnMXFJyVxjTeo9NkdAyaoFA/edit?tab=t.0,Phương,C Thy - 10/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sin-chai-village,,,,Chưa triển khai
244,ta phin village,Lào Cai,https://docs.google.com/document/d/1fZDtQ0XIxy9YtuSlEGM0tbxKmYTpvq6j6UuUnnTTC6c/edit?usp=sharing,Hạnh,Hạnh 25/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ta-phin-village,,,,Chưa triển khai
245,ta van village,Lào Cai,https://docs.google.com/document/d/1__3dQsVNGeY_w5xrpcJrGHP2E-JZ0yLF4YQ0XoDTK3U/edit?usp=sharing,Hạnh,Hạnh 25/4,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ta-van-village,,,,Chưa triển khai
246,y linh ho village,Lào Cai,https://docs.google.com/document/d/1bRtO9bog4yVGXruGBvJqeuWiFfsZ3RXcnOSi4QFytXY/edit?tab=t.0,Lô,N.Anh 5/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/y-linh-ho-village,,,,Chưa triển khai
247,things to do in sapa,Lào Cai,https://docs.google.com/document/d/1ORLXAYmqXU0ESz_goTUFxCOLm_QUg0-jhSVX2c6f40E/edit?usp=sharing,Lô,N.Anh 10/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/things-to-do-in-sapa,,,,Chưa triển khai
248,sapa winter,Lào Cai,https://docs.google.com/document/d/1q-LFvaHYcakmWwmPZRVv9GIUbio8F2YCB7e5LjVbHzo/edit?usp=sharing,Hạnh,Hạnh 19/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sapa-winter,,,,Chưa triển khai
249,hoang a tuong palace,Lào Cai,https://docs.google.com/document/d/1Q3YE2U7QUqXR6-IMtYrL05z9PEoniHgNY9pYxKw7f40/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hoang-a-tuong-palace,,,,Chưa triển khai
250,upper temple lao cai,Lào Cai,https://docs.google.com/document/d/1PQ3ZHPe4iOZj7hHwEMSs4uKl3OPuFHBFt4tgbKNfxyo/edit?tab=t.0#heading=h.vns4neuc16b9,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/upper-temple-lao-cai,,,,Chưa triển khai
251,bach long glass bridge,Sơn La,https://docs.google.com/document/d/1MC7aY7OmIXzeOfo9oUF39Coz6YO0_yptG71K5HxUDQU/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/bach-long-glass-bridge,,,,Chưa triển khai
252,thac ba lake,Yên Bái,https://docs.google.com/document/d/1Zakaslk9rCk0W0pgWn4i0WmRk8zlhc4aDMmLBE5WXq0/edit?usp=sharing,Lô,N.Anh 5/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/thac-ba-lake,,,,Chưa triển khai
253,mooc spring,Quảng Bình,https://docs.google.com/document/d/1doj_BjjhLnbZ9MPtIgy-xT0eeh85ATnlKMJEFSx35HU/edit?usp=sharing,Lô,N.Anh 5/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/mooc-spring,,,,Chưa triển khai
254,the duck stop,Quảng Bình,https://docs.google.com/document/d/1LB9uJvVtJ7jWpvL6-0CU50xisHD02TyngLu1KpDEeZc/edit?tab=t.0,Phương,C Thy - 10/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/the-duck-stop,,,,Chưa triển khai
255,phong nha cave,Quảng Bình,https://docs.google.com/document/d/1HJn8T50FHzEy8R3APWNYwn7onFofqy9mFIiX0cXK0lI/edit?tab=t.0,Lô,Trang,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/phong-nha-cave,,,,Chưa triển khai
256,son doong cave in vietnam,Quảng Bình,https://docs.google.com/document/d/1iTWIvKrwXoaQ-cipOwZ1_fbrPaLN4XQ9vjAnmFo122A/edit?usp=sharing,Lô,Trang,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/son-doong-cave-in-vietnam,,,,Chưa triển khai
257,eight ladies cave,Quảng Bình,https://docs.google.com/document/d/1Q47ehI5p3M4EfHXCfFkltba0vejj4HJ9LJQoDGeIdIQ/edit?tab=t.0#heading=h.autkwq73iu4h,Phương,C Thy - 8/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/eight-ladies-cave,,,,Chưa triển khai
258,tien son cave,Quảng Bình,https://docs.google.com/document/d/13Tnu4mBnA1tvMIXlR8EGKEjlZzD1R4saO4NZVSf2DoM/edit?tab=t.0,Lô,Trang,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/Tien-Son-Cave,,,,Chưa triển khai
259,en cave,Quảng Bình,https://docs.google.com/document/d/1A_iY0iCOCxbEOLrlReoy3RNpJma2uF7uJtCSKMI3seM/edit?tab=t.0#heading=h.hj6h6dmm7jyq,Phương,C Thy - 8/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/en-cave,,,,Chưa triển khai
260,tu lan cave,Quảng Bình,https://docs.google.com/document/d/1pNtBGcbLviTrJ-p2iCX7OruJnSFR3SFTJKfuwHGb8RI/edit?tab=t.0#heading=h.5mriov3o5fb6,Phương,C Thy - 8/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/tu-lan-cave,,,,Chưa triển khai
261,dark cave vietnam,Quảng Bình,https://docs.google.com/document/d/1OBa8-qlV9TWmbbIfTEL4Xf_Z2aLd2DUaV4DjuP91uvU/edit?usp=sharing,Lô,Trang,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/dark-cave-vietnam,,,,Chưa triển khai
262,do son beach,Hải Phòng,https://docs.google.com/document/d/1csAUE0hFMZUD_g6zagmd2G22PiMSzl2TH0KpnRnrwn4/edit?tab=t.0,Phương,Nga - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/do-son-beach,,,,Chưa triển khai
263,military hospital cave,Hải Phòng,https://docs.google.com/document/d/14Lk4YCRJ6ycf3cw_doyBzoadsgCgJnhun42kDeA2HJM/edit?tab=t.0,Phương,C Thy - 8/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/military-hospital-cave,,,,Chưa triển khai
264,viet hai village,Hải Phòng,https://docs.google.com/document/d/1C54i7UB4vesVW2QNqOqS9WDLHDc1SwFJjCs_uEm0x_k/edit?tab=t.0,Phương,C Thy - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/viet-hai-village,,,,Chưa triển khai
265,cat ba island,Hải Phòng,https://docs.google.com/document/d/1sYe5S8IyEqTFMJZ43lENCZ2z9_J0T6OvO7rUVSDo1mM/edit?tab=t.0,Phương,C Thy - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cat-ba-island,,,,Chưa triển khai
266,cat ba island beaches,Hải Phòng,https://docs.google.com/document/d/1T3S9V6tEItgKLiIWdPass8WLltuM6cvPAItny2BuJWM/edit?tab=t.0,Phương,Nga - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cat-ba-island-beaches,,,,Chưa triển khai
267,things to do in cat ba island,Hải Phòng,https://docs.google.com/document/d/1O5a_VJjt5_Y5nNRww4VQ9r9pf_UoDC7UimLUPS13EjI/edit?tab=t.0,Phương,Nga - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/things-to-do-in-cat-ba-island,,,,Chưa triển khai
268,cat ba national park,Hải Phòng,https://docs.google.com/document/d/10_EWBR7njx4IbXp3nswgQls8Z0IiqGyRRxS7OKtQ_-g/edit?tab=t.0,Phương,C thy - 8/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cat-ba-national-park,,,,Chưa triển khai
269,monkey island cat ba,Hải Phòng,https://docs.google.com/document/d/1U9bjaTgw0oaecikyu5HpHQHXrhkRVyucUQ1GocukBX4/edit?tab=t.0,Phương,C Thy - 8/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/monkey-island-cat-ba,,,,Chưa triển khai
270,cat co beach,Hải Phòng,https://docs.google.com/document/d/15L3G9leruu0iXqSRb66u2_rpqM8aPkGpTPr4eAnNxZo/edit?tab=t.0#heading=h.tppiw9noea4n,Phương,Nga - 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cat-co-beach,,,,Chưa triển khai
271,tung thu beach,Hải Phòng,https://docs.google.com/document/d/14IdYoIH30K8nh0OgqF_Zcr-GQkbEw9VjJc8ADN2tEwI/edit?tab=t.0#heading=h.1ro7t114jonj,Phương,C Thy - 1/6,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/tung-thu-beach,,,,Chưa triển khai
272,cai beo fishing village,Hải Phòng,https://docs.google.com/document/d/1w2cn5915smlVudi_L7-PIYh3epzX31YgHDXCCbZCzHM/edit?tab=t.0#heading=h.4kdc8lup0e1q,Phương,Nga - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/cai-beo-fishing-village,,,,Chưa triển khai
273,hai phong opera house,Hải Phòng,https://docs.google.com/document/d/13BIkpgfOKDoasb5sh4d6drnOjwPaKvrgBUZbqQwxjiI/edit?tab=t.0#heading=h.fgel94kp1kgn,Phương,C thy - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hai-phong-opera-house,,,,Chưa triển khai
274,hai phong museum,Hải Phòng,https://docs.google.com/document/d/18QHoDrUOgLWK96swmVp6vuwmWR9BLTDWeUAvI8LggrE/edit?tab=t.0,Phương,C Thy - 10/5,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/hai-phong-museum,,,,Chưa triển khai
